iPhasePC GPS状态 GPS模式 GPS有效性 GPS经度 GPS纬度 GPS高度 GPS东速 GPS北速 GPS天速
  26668 01 60 5a 116.603148 40.141692 33.91 -0.0008 -0.0354 -0.0671
  26708 01 60 5a 116.603148 40.141693 33.91 0.0011 0.0029 -0.0342
  26748 01 60 5a 116.603148 40.141693 33.91 0.0048 0.0070 -0.0041
  26788 01 60 5a 116.603148 40.141693 34.09 -0.0018 0.0028 -0.0178
  26828 01 60 5a 116.603148 40.141693 34.09 -0.0074 -0.0098 -0.0150
  26868 01 60 5a 116.603148 40.141693 34.09 -0.0087 -0.0201 0.0380
  26908 01 60 5a 116.603148 40.141693 34.09 0.0011 -0.0182 0.0182
  26948 01 60 5a 116.603148 40.141693 34.09 0.0066 0.0153 0.0238
  26988 01 60 5a 116.603148 40.141693 34.08 0.0081 0.0173 0.0194
  27028 01 60 5a 116.603148 40.141693 34.08 -0.0066 -0.0222 0.0026
  27068 01 60 5a 116.603148 40.141693 34.07 0.0022 -0.0206 0.0326
  27108 01 60 5a 116.603148 40.141693 34.06 0.0065 -0.0007 0.0280
  27148 01 60 5a 116.603148 40.141693 34.04 -0.0196 -0.0040 0.0059
  27188 01 60 5a 116.603148 40.141693 34.04 0.0013 0.0030 0.0101
  27228 01 60 5a 116.603148 40.141693 34.03 -0.0094 -0.0413 0.0087
  27268 01 60 5a 116.603148 40.141693 34.03 -0.0021 0.0001 0.0026
  27308 01 60 5a 116.603148 40.141693 34.01 -0.0209 -0.0320 -0.0324
  27348 01 60 5a 116.603148 40.141693 34.00 0.0170 0.0172 0.0022
  27388 01 60 5a 116.603148 40.141693 34.00 0.0181 0.0018 0.0111
  27428 01 60 5a 116.603148 40.141693 33.99 -0.0074 -0.0349 -0.0117
  27468 01 60 5a 116.603148 40.141693 33.99 0.0024 0.0097 -0.0156
  27508 01 60 5a 116.603148 40.141693 33.98 0.0078 -0.0079 -0.0044
  27548 01 60 5a 116.603148 40.141693 33.98 -0.0117 -0.0220 0.0082
  27588 01 60 5a 116.603148 40.141693 33.97 -0.0019 -0.0029 0.0099
  27628 01 60 5a 116.603148 40.141693 33.97 0.0046 0.0105 0.0057
  27668 01 60 5a 116.603148 40.141693 33.96 -0.0034 -0.0239 0.0160
  27708 01 60 5a 116.603148 40.141693 33.96 0.0074 0.0375 0.0049
  27748 01 60 5a 116.603148 40.141693 33.96 -0.0115 -0.0243 -0.0073
  27788 01 60 5a 116.603148 40.141693 33.96 -0.0064 -0.0300 -0.0123
  27828 01 60 5a 116.603148 40.141693 33.96 -0.0047 -0.0078 -0.0100
  27868 01 60 5a 116.603148 40.141693 33.96 0.0081 0.0401 0.0594
  27908 01 60 5a 116.603148 40.141692 33.95 -0.0038 -0.0102 0.0206
  27948 01 60 5a 116.603148 40.141692 33.95 0.0222 0.0422 0.0432
  27988 01 60 5a 116.603148 40.141692 33.94 -0.0101 -0.0154 -0.0108
  28028 01 60 5a 116.603148 40.141692 33.94 -0.0222 -0.0103 0.0180
  28068 01 60 5a 116.603148 40.141692 33.93 -0.0113 -0.0068 0.0233
  28108 01 60 5a 116.603148 40.141692 33.93 0.0056 0.0092 0.0170
  28148 01 60 5a 116.603148 40.141692 33.92 -0.0009 0.0045 -0.0030
  28188 01 60 5a 116.603148 40.141692 33.92 -0.0162 -0.0088 -0.0005
  28228 01 60 5a 116.603148 40.141692 33.92 -0.0168 -0.0397 -0.0165
  28268 01 60 5a 116.603148 40.141692 33.92 0.0182 0.0256 0.0159
  28308 01 60 5a 116.603148 40.141692 33.91 -0.0011 -0.0240 -0.0256
  28348 01 60 5a 116.603148 40.141692 33.91 -0.0223 -0.0094 -0.0224
  28388 01 60 5a 116.603148 40.141692 33.92 -0.0059 0.0052 -0.0045
  28428 01 60 5a 116.603148 40.141692 33.92 0.0005 0.0199 0.0110
  28468 01 60 5a 116.603148 40.141692 33.92 -0.0080 0.0167 -0.0009
  28508 01 60 5a 116.603148 40.141692 33.91 0.0000 -0.0205 -0.0328
  28548 01 60 5a 116.603148 40.141691 33.70 0.0140 -0.0142 0.0030
  28588 01 60 5a 116.603148 40.141691 33.70 0.0024 0.0179 0.0214
  28628 01 60 5a 116.603148 40.141691 33.69 -0.0100 -0.0236 -0.0111
  28668 01 60 5a 116.603148 40.141692 33.91 -0.0015 0.0204 0.0494
  28708 01 60 5a 116.603148 40.141692 33.90 0.0031 0.0018 0.0169
  28748 01 60 5a 116.603148 40.141691 33.68 -0.0120 -0.0343 -0.0302
  28788 01 60 5a 116.603148 40.141691 33.68 -0.0036 -0.0110 -0.0205
  28828 01 60 5a 116.603148 40.141691 33.68 0.0131 0.0015 0.0006
  28868 01 60 5a 116.603148 40.141691 33.68 0.0242 0.0314 -0.0083
  28908 01 60 5a 116.603148 40.141691 33.68 -0.0072 0.0080 -0.0011
  28948 01 60 5a 116.603148 40.141691 33.69 0.0083 0.0250 0.0243
  28988 01 60 5a 116.603148 40.141692 33.89 -0.0027 -0.0021 0.0116
  29028 01 60 5a 116.603148 40.141692 33.90 -0.0010 -0.0088 0.0106
  29068 01 60 5a 116.603148 40.141692 33.90 -0.0009 0.0015 0.0317
  29108 01 60 5a 116.603148 40.141692 33.90 -0.0096 -0.0148 0.0135
  29148 01 60 5a 116.603148 40.141692 33.90 0.0126 -0.0057 -0.0002
  29188 01 60 5a 116.603148 40.141691 33.69 0.0064 0.0104 0.0213
  29228 01 60 5a 116.603148 40.141691 33.69 -0.0012 -0.0053 0.0133
  29268 01 60 5a 116.603148 40.141691 33.69 0.0311 0.0498 0.0496
  29308 01 60 5a 116.603148 40.141691 33.89 0.0002 -0.0012 0.0180
  29348 01 60 5a 116.603148 40.141691 33.89 -0.0189 0.0084 0.0079
  29388 01 60 5a 116.603148 40.141691 33.89 -0.0045 -0.0059 0.0285
  29428 01 60 5a 116.603148 40.141691 33.88 0.0028 -0.0158 -0.0150
  29468 01 60 5a 116.603148 40.141691 33.89 0.0046 -0.0219 -0.0002
  29508 01 60 5a 116.603148 40.141691 33.89 -0.0120 -0.0247 -0.0083
  29548 01 60 5a 116.603148 40.141690 33.51 -0.0034 0.0102 -0.0154
  29588 01 60 5a 116.603148 40.141690 33.54 -0.0237 -0.0235 -0.0473
  29628 01 60 5a 116.603148 40.141690 33.55 -0.0051 -0.0027 0.0238
  29668 01 60 5a 116.603148 40.141690 33.56 0.0006 -0.0089 0.0407
  29708 01 60 5a 116.603148 40.141690 33.57 0.0162 0.0553 0.0390
  29748 01 60 5a 116.603148 40.141690 33.56 -0.0027 0.0023 -0.0162
  29788 01 60 5a 116.603148 40.141690 33.53 -0.0130 -0.0366 -0.0237
  29828 01 60 5a 116.603148 40.141690 33.53 0.0164 0.0158 0.0067
  29868 01 60 5a 116.603148 40.141689 33.53 0.0186 0.0097 0.0032
  29908 01 60 5a 116.603148 40.141690 33.57 -0.0133 -0.0236 0.0033
  29948 01 60 5a 116.603147 40.141690 33.58 -0.0252 -0.0200 0.0093
  29988 01 60 5a 116.603148 40.141690 33.58 -0.0196 -0.0663 -0.0749
  30028 01 60 5a 116.603148 40.141690 33.60 0.0025 0.0061 -0.0070
  30068 01 60 5a 116.603148 40.141690 33.60 0.0026 -0.0074 -0.0084
  30108 01 60 5a 116.603148 40.141690 33.61 0.0045 0.0111 0.0292
  30148 01 60 5a 116.603148 40.141690 33.61 0.0159 0.0257 0.0212
  30188 01 60 5a 116.603147 40.141689 33.61 -0.0104 -0.0041 -0.0089
  30228 01 60 5a 116.603147 40.141689 33.54 -0.0186 -0.0315 0.0093
  30268 01 60 5a 116.603147 40.141689 33.54 -0.0038 0.0131 0.0099
  30308 01 60 5a 116.603147 40.141689 33.53 -0.0100 -0.0224 -0.0113
  30348 01 60 5a 116.603147 40.141689 33.61 0.0009 0.0032 -0.0244
  30388 01 60 5a 116.603147 40.141689 33.61 -0.0023 0.0238 -0.0094
  30428 01 60 5a 116.603147 40.141689 33.61 -0.0196 -0.0337 -0.0220
  30468 01 60 5a 116.603147 40.141689 33.61 -0.0015 0.0068 0.0253
  30508 01 60 5a 116.603147 40.141689 33.61 -0.0034 0.0035 -0.0287
  30548 01 60 5a 116.603147 40.141689 33.51 -0.0145 -0.0451 -0.0421
  30588 01 60 5a 116.603147 40.141689 33.51 0.0059 -0.0105 -0.0002
  30628 01 60 5a 116.603147 40.141689 33.51 0.0081 0.0282 0.0446
  30668 01 60 5a 116.603147 40.141689 33.51 -0.0013 0.0099 -0.0217
  30708 01 60 5a 116.603147 40.141689 33.51 -0.0040 -0.0247 -0.0101
  30748 01 60 5a 116.603147 40.141689 33.51 -0.0176 -0.0278 -0.0128
  30788 01 60 5a 116.603147 40.141689 33.62 0.0032 -0.0342 -0.0040
  30828 01 60 5a 116.603147 40.141689 33.62 -0.0040 -0.0114 0.0080
  30868 01 60 5a 116.603147 40.141689 33.62 -0.0162 -0.0079 0.0144
  30908 01 60 5a 116.603147 40.141689 33.62 -0.0186 -0.0473 0.0063
  30948 01 60 5a 116.603147 40.141689 33.62 -0.0175 -0.0290 -0.0143
  30988 01 60 5a 116.603147 40.141689 33.51 -0.0053 -0.0172 -0.0073
  31028 01 60 5a 116.603147 40.141689 33.51 0.0059 -0.0379 -0.0397
  31068 01 60 5a 116.603147 40.141689 33.51 -0.0010 -0.0142 -0.0255
  31108 01 60 5a 116.603147 40.141689 33.63 -0.0044 -0.0330 -0.0192
  31148 01 60 5a 116.603147 40.141689 33.64 -0.0040 -0.0192 0.0293
  31188 01 60 5a 116.603148 40.141689 33.65 0.0083 0.0395 0.0109
  31228 01 60 5a 116.603147 40.141689 33.53 0.0040 -0.0104 0.0116
  31268 01 60 5a 116.603148 40.141689 33.54 0.0394 0.0697 0.0428
  31308 01 60 5a 116.603147 40.141689 33.53 -0.0101 -0.0458 -0.0377
  31348 01 60 5a 116.603148 40.141689 33.68 0.0247 0.0136 0.0047
  31388 01 60 5a 116.603148 40.141689 33.69 0.0045 0.0083 0.0116
  31428 01 60 5a 116.603148 40.141689 33.70 -0.0021 -0.0145 -0.0078
  31468 01 60 5a 116.603148 40.141690 33.70 0.0121 0.0310 -0.0176
  31508 01 60 5a 116.603148 40.141690 33.71 0.0082 0.0020 -0.0525
  31548 01 60 5a 116.603148 40.141690 33.72 0.0007 -0.0173 0.0318
  31588 01 60 5a 116.603148 40.141690 33.72 -0.0262 -0.0270 -0.0093
  31628 01 60 5a 116.603148 40.141690 33.73 -0.0162 -0.0348 0.0041
  31668 01 60 5a 116.603148 40.141690 33.73 0.0097 -0.0025 -0.0005
  31708 01 60 5a 116.603148 40.141690 33.73 -0.0024 0.0010 0.0182
  31748 01 60 5a 116.603148 40.141690 33.73 0.0105 0.0116 0.0012
  31788 01 60 5a 116.603148 40.141690 33.73 -0.0025 -0.0081 0.0178
  31828 01 60 5a 116.603148 40.141690 33.73 0.0011 -0.0054 0.0008
  31868 01 60 5a 116.603148 40.141689 33.73 -0.0064 -0.0008 0.0348
  31908 01 60 5a 116.603148 40.141689 33.73 0.0079 0.0083 0.0343
  31948 01 60 5a 116.603148 40.141689 33.73 -0.0151 -0.0345 -0.0111
  31988 01 60 5a 116.603148 40.141689 33.73 -0.0214 -0.0292 -0.0163
  32028 01 60 5a 116.603148 40.141689 33.74 -0.0193 -0.0246 -0.0044
  32068 01 60 5a 116.603148 40.141689 33.74 -0.0211 -0.0332 -0.0448
  32108 01 60 5a 116.603148 40.141689 33.74 -0.0134 -0.0506 -0.0130
  32148 01 60 5a 116.603148 40.141689 33.75 -0.0042 0.0072 0.0633
  32188 01 60 5a 116.603148 40.141689 33.75 -0.0140 0.0136 0.0377
  32228 01 60 5a 116.603147 40.141688 33.49 0.0029 0.0232 0.0143
  32268 01 60 5a 116.603147 40.141688 33.50 0.0000 -0.0175 -0.0038
  32308 01 60 5a 116.603147 40.141688 33.49 0.0104 -0.0017 -0.0264
  32348 01 60 5a 116.603147 40.141688 33.55 0.0067 -0.0155 0.0190
  32388 01 60 5a 116.603147 40.141688 33.55 -0.0036 0.0314 0.0441
  32428 01 60 5a 116.603148 40.141688 33.42 0.0093 -0.0024 0.0582
  32468 01 60 5a 116.603148 40.141688 33.42 -0.0232 -0.0347 -0.0121
  32508 01 60 5a 116.603148 40.141688 33.42 0.0228 0.0250 0.0321
  32548 01 60 5a 116.603148 40.141688 33.42 0.0024 -0.0032 0.0086
  32588 01 60 5a 116.603148 40.141688 33.42 0.0056 -0.0206 0.0279
  32628 01 60 5a 116.603148 40.141688 33.41 0.0120 0.0007 -0.0106
  32668 01 60 5a 116.603147 40.141688 33.41 -0.0100 -0.0419 -0.0129
  32708 01 60 5a 116.603147 40.141688 33.40 -0.0131 -0.0106 -0.0082
  32748 01 60 5a 116.603147 40.141688 33.40 0.0081 -0.0117 -0.0263
  32788 01 60 5a 116.603147 40.141688 33.39 0.0018 -0.0077 -0.0356
  32828 01 60 5a 116.603147 40.141688 33.39 -0.0231 -0.0645 -0.0214
  32868 01 60 5a 116.603147 40.141688 33.39 0.0124 0.0202 -0.0134
  32908 01 60 5a 116.603147 40.141688 33.38 0.0023 -0.0057 -0.0156
  32948 01 60 5a 116.603147 40.141688 33.37 0.0084 0.0282 0.0238
  32988 01 60 5a 116.603147 40.141688 33.37 0.0077 0.0409 0.0201
  33028 01 60 5a 116.603147 40.141687 33.36 -0.0033 -0.0113 0.0193
  33068 01 60 5a 116.603147 40.141687 33.36 -0.0072 -0.0104 -0.0011
  33108 01 60 5a 116.603147 40.141687 33.35 -0.0013 -0.0018 0.0003
  33148 01 60 5a 116.603147 40.141687 33.35 0.0127 0.0276 0.0197
  33188 01 60 5a 116.603147 40.141687 33.34 -0.0112 0.0111 0.0118
  33228 01 60 5a 116.603147 40.141687 33.33 -0.0072 -0.0109 -0.0135
  33268 01 60 5a 116.603147 40.141687 33.32 -0.0069 -0.0021 0.0086
  33308 01 60 5a 116.603147 40.141687 33.32 -0.0105 -0.0089 -0.0086
  33348 01 60 5a 116.603147 40.141687 33.31 -0.0164 -0.0235 -0.0068
  33388 01 60 5a 116.603148 40.141687 33.30 0.0010 -0.0108 -0.0174
  33428 01 60 5a 116.603148 40.141687 33.30 0.0159 0.0059 0.0348
  33468 01 60 5a 116.603148 40.141687 33.29 -0.0154 -0.0190 -0.0094
  33508 01 60 5a 116.603148 40.141687 33.28 -0.0151 -0.0167 0.0177
  33548 01 60 5a 116.603148 40.141687 33.27 0.0116 0.0011 -0.0150
  33588 01 60 5a 116.603148 40.141687 33.26 -0.0209 -0.0246 -0.0238
  33628 01 60 5a 116.603148 40.141687 33.25 0.0025 -0.0252 -0.0271
  33668 01 60 5a 116.603148 40.141687 33.26 0.0129 0.0170 0.0395
  33708 01 60 5a 116.603148 40.141687 33.26 0.0091 0.0020 0.0414
  33748 01 60 5a 116.603148 40.141687 33.26 0.0162 0.0209 0.0184
  33788 01 60 5a 116.603148 40.141687 33.26 -0.0026 -0.0143 -0.0094
  33828 01 60 5a 116.603148 40.141687 33.29 -0.0117 -0.0250 0.0080
  33868 01 60 5a 116.603148 40.141687 33.30 -0.0149 -0.0506 0.0114
  33908 01 60 5a 116.603148 40.141687 33.31 -0.0144 -0.0337 0.0080
  33948 01 60 5a 116.603148 40.141687 33.28 -0.0005 -0.0201 -0.0184
  33988 01 60 5a 116.603148 40.141687 33.28 0.0093 -0.0024 -0.0166
  34028 01 60 5a 116.603148 40.141687 33.29 -0.0103 -0.0048 -0.0005
  34068 01 60 5a 116.603148 40.141687 33.29 -0.0075 -0.0076 -0.0423
  34108 01 60 5a 116.603148 40.141687 33.29 0.0095 0.0325 0.0113
  34148 01 60 5a 116.603148 40.141687 33.29 0.0068 0.0352 0.0124
  34188 01 60 5a 116.603148 40.141687 33.30 -0.0069 0.0021 0.0388
  34228 01 60 5a 116.603148 40.141687 33.29 -0.0003 0.0254 -0.0124
  34268 01 60 5a 116.603148 40.141687 33.37 0.0152 -0.0026 0.0123
  34308 01 60 5a 116.603148 40.141687 33.38 0.0067 0.0333 0.0267
  34348 01 60 5a 116.603148 40.141687 33.39 0.0098 0.0439 0.0257
  34388 01 60 5a 116.603148 40.141687 33.40 -0.0018 -0.0007 0.0009
  34428 01 60 5a 116.603148 40.141687 33.40 0.0144 -0.0062 -0.0363
  34468 01 60 5a 116.603148 40.141687 33.41 -0.0030 0.0080 0.0187
  34508 01 60 5a 116.603148 40.141687 33.41 -0.0028 0.0113 0.0076
  34548 01 60 5a 116.603148 40.141687 33.42 -0.0146 -0.0245 -0.0217
  34588 01 60 5a 116.603148 40.141687 33.42 -0.0088 -0.0239 0.0070
  34628 01 60 5a 116.603148 40.141687 33.33 -0.0098 -0.0042 -0.0181
  34668 01 60 5a 116.603148 40.141687 33.33 -0.0011 -0.0104 0.0217
  34708 01 60 5a 116.603148 40.141687 33.34 -0.0116 0.0001 0.0526
  34748 01 60 5a 116.603148 40.141687 33.34 -0.0137 -0.0334 -0.0323
  34788 01 60 5a 116.603148 40.141687 33.35 -0.0050 0.0020 0.0161
  34828 01 60 5a 116.603148 40.141687 33.35 -0.0128 -0.0192 -0.0183
  34868 01 60 5a 116.603148 40.141687 33.36 0.0050 0.0076 0.0077
  34908 01 60 5a 116.603148 40.141687 33.36 -0.0114 -0.0231 -0.0316
  34948 01 60 5a 116.603148 40.141687 33.38 0.0007 -0.0039 0.0331
  34988 01 60 5a 116.603148 40.141687 33.38 0.0039 0.0046 0.0096
  35028 01 60 5a 116.603148 40.141687 33.39 0.0055 0.0318 0.0290
  35068 01 60 5a 116.603148 40.141688 33.52 -0.0041 0.0080 -0.0043
  35108 01 60 5a 116.603148 40.141688 33.54 0.0088 0.0106 0.0360
  35148 01 60 5a 116.603148 40.141688 33.55 -0.0011 0.0101 0.0495
  35188 01 60 5a 116.603148 40.141688 33.55 -0.0045 -0.0054 0.0169
  35228 01 60 5a 116.603148 40.141688 33.56 -0.0007 -0.0048 0.0027
  35268 01 60 5a 116.603148 40.141688 33.43 0.0265 0.0509 0.0272
  35308 01 60 5a 116.603148 40.141687 33.50 -0.0060 -0.0053 0.0295
  35348 01 60 5a 116.603148 40.141687 33.37 -0.0213 -0.0139 0.0295
  35388 01 60 5a 116.603148 40.141687 33.37 -0.0103 0.0675 0.0905
  35428 01 60 5a 116.603148 40.141686 33.42 0.0182 0.0299 -0.0058
  35468 01 60 5a 116.603148 40.141687 33.44 0.0149 0.0316 0.0645
  35508 01 60 5a 116.603148 40.141687 33.39 0.0001 0.0239 0.0846
  35548 01 60 5a 116.603148 40.141687 33.39 -0.0099 0.0033 0.0305
  35588 01 60 5a 116.603148 40.141687 33.38 0.0071 0.0049 -0.0227
  35628 01 60 5a 116.603148 40.141687 33.32 -0.0103 0.0178 0.0265
  35668 01 60 5a 116.603148 40.141687 33.35 0.0048 0.0074 0.0123
  35708 01 60 5a 116.603148 40.141687 33.36 -0.0083 -0.0217 0.0036
  35748 01 60 5a 116.603148 40.141687 33.37 -0.0013 -0.0036 -0.0170
  35788 01 60 5a 116.603148 40.141687 33.39 -0.0070 -0.0204 -0.0069
  35828 01 60 5a 116.603148 40.141687 33.40 0.0092 -0.0130 0.0038
  35868 01 60 5a 116.603148 40.141687 33.41 -0.0179 -0.0263 0.0077
  35908 01 60 5a 116.603148 40.141687 33.36 -0.0216 -0.0066 -0.0041
  35948 01 60 5a 116.603148 40.141687 33.37 0.0069 0.0406 0.0357
  35988 01 60 5a 116.603148 40.141687 33.37 0.0124 0.0252 -0.0170
  36028 01 60 5a 116.603148 40.141687 33.37 0.0009 0.0056 0.0009
  36068 01 60 5a 116.603148 40.141687 33.37 0.0181 0.0002 -0.0016
  36108 01 60 5a 116.603148 40.141687 33.44 -0.0053 0.0064 0.0258
  36148 01 60 5a 116.603148 40.141687 33.44 -0.0098 -0.0066 -0.0201
  36188 01 60 5a 116.603148 40.141687 33.45 -0.0201 -0.0146 -0.0189
  36228 01 60 5a 116.603148 40.141687 33.39 0.0051 0.0088 0.0158
  36268 01 60 5a 116.603148 40.141687 33.34 0.0019 -0.0017 0.0107
  36308 01 60 5a 116.603148 40.141687 33.34 0.0102 0.0028 0.0237
  36348 01 60 5a 116.603148 40.141687 33.34 -0.0095 -0.0069 -0.0537
  36388 01 60 5a 116.603148 40.141687 33.34 -0.0174 -0.0265 -0.0050
  36428 01 60 5a 116.603148 40.141687 33.35 -0.0106 -0.0313 0.0166
  36468 01 60 5a 116.603148 40.141687 33.35 0.0095 0.0015 0.0216
  36508 01 60 5a 116.603148 40.141687 33.35 0.0124 0.0186 -0.0003
  36548 01 60 5a 116.603148 40.141687 33.37 -0.0212 -0.0175 -0.0110
  36588 01 60 5a 116.603148 40.141687 33.38 -0.0101 0.0087 -0.0032
  36628 01 60 5a 116.603148 40.141687 33.39 0.0173 0.0084 0.0227
  36668 01 60 5a 116.603148 40.141687 33.39 0.0069 -0.0081 0.0119
  36708 01 60 5a 116.603148 40.141687 33.40 -0.0080 -0.0104 0.0507
  36748 01 60 5a 116.603148 40.141687 33.40 0.0173 0.0043 0.0619
  36788 01 60 5a 116.603148 40.141687 33.40 -0.0066 -0.0178 -0.0039
  36828 01 60 5a 116.603148 40.141687 33.41 0.0033 0.0078 -0.0021
  36868 01 60 5a 116.603148 40.141687 33.38 -0.0029 -0.0216 -0.0107
  36908 01 60 5a 116.603148 40.141687 33.38 -0.0058 -0.0124 0.0034
  36948 01 60 5a 116.603148 40.141687 33.37 0.0047 -0.0145 -0.0177
  36988 01 60 5a 116.603148 40.141687 33.37 0.0093 0.0148 0.0069
  37028 01 60 5a 116.603148 40.141687 33.37 0.0054 0.0125 -0.0033
  37068 01 60 5a 116.603148 40.141687 33.37 0.0007 -0.0202 0.0045
  37108 01 60 5a 116.603148 40.141687 33.40 -0.0138 -0.0282 -0.0375
  37148 01 60 5a 116.603148 40.141687 33.42 -0.0070 -0.0001 0.0070
  37188 01 60 5a 116.603148 40.141687 33.42 -0.0089 -0.0263 -0.0019
  37228 01 60 5a 116.603148 40.141687 33.43 -0.0068 0.0088 -0.0168
  37268 01 60 5a 116.603148 40.141687 33.44 -0.0077 0.0017 0.0218
  37308 01 60 5a 116.603148 40.141687 33.44 -0.0055 -0.0008 0.0078
  37348 01 60 5a 116.603148 40.141687 33.45 0.0053 0.0061 0.0124
  37388 01 60 5a 116.603148 40.141687 33.45 -0.0067 0.0124 0.0103
  37428 01 60 5a 116.603148 40.141687 33.45 0.0086 0.0048 -0.0005
  37468 01 60 5a 116.603148 40.141687 33.45 0.0149 0.0121 -0.0126
  37508 01 60 5a 116.603148 40.141687 33.45 0.0124 0.0046 -0.0387
  37548 01 60 5a 116.603148 40.141687 33.45 -0.0008 -0.0135 0.0197
  37588 01 60 5a 116.603148 40.141687 33.46 -0.0145 -0.0225 0.0358
  37628 01 60 5a 116.603148 40.141687 33.46 0.0008 0.0026 0.0208
  37668 01 60 5a 116.603148 40.141687 33.47 -0.0140 -0.0200 0.0128
  37708 01 60 5a 116.603148 40.141688 33.48 -0.0058 -0.0013 -0.0209
  37748 01 60 5a 116.603148 40.141688 33.49 0.0027 0.0094 0.0070
  37788 01 60 5a 116.603148 40.141688 33.49 -0.0058 0.0089 0.0222
  37828 01 60 5a 116.603148 40.141688 33.49 -0.0084 0.0013 0.0376
  37868 01 60 5a 116.603148 40.141688 33.49 0.0057 0.0004 -0.0041
  37908 01 60 5a 116.603148 40.141688 33.50 0.0032 0.0033 -0.0090
  37948 01 60 5a 116.603148 40.141688 33.51 0.0139 0.0164 -0.0095
  37988 01 60 5a 116.603148 40.141688 33.51 -0.0065 0.0049 0.0254
  38028 01 60 5a 116.603148 40.141688 33.52 0.0026 -0.0123 0.0000
  38068 01 60 5a 116.603148 40.141688 33.51 -0.0099 -0.0039 -0.0210
  38108 01 60 5a 116.603148 40.141688 33.52 -0.0089 -0.0006 0.0207
  38148 01 60 5a 116.603148 40.141688 33.53 -0.0005 0.0008 -0.0023
  38188 01 60 5a 116.603148 40.141688 33.54 -0.0039 0.0025 0.0424
  38228 01 60 5a 116.603148 40.141688 33.54 0.0026 -0.0066 0.0126
  38268 01 60 5a 116.603148 40.141688 33.54 -0.0065 -0.0182 -0.0261
  38308 01 60 5a 116.603148 40.141688 33.56 -0.0076 -0.0192 0.0243
  38348 01 60 5a 116.603148 40.141688 33.55 0.0152 0.0133 -0.0326
  38388 01 60 5a 116.603148 40.141688 33.56 0.0019 0.0319 0.0247
  38428 01 60 5a 116.603148 40.141688 33.56 -0.0073 -0.0010 0.0124
  38468 01 60 5a 116.603148 40.141688 33.56 -0.0051 -0.0148 0.0124
  38508 01 60 5a 116.603148 40.141688 33.56 -0.0096 -0.0049 0.0163
  38548 01 60 5a 116.603148 40.141688 33.57 0.0164 -0.0054 0.0325
  38588 01 60 5a 116.603148 40.141688 33.57 0.0085 -0.0070 0.0247
  38628 01 60 5a 116.603148 40.141688 33.57 -0.0066 0.0010 0.0226
  38668 01 60 5a 116.603148 40.141688 33.57 -0.0049 -0.0178 -0.0429
  38708 01 60 5a 116.603148 40.141688 33.58 -0.0064 -0.0083 -0.0059
  38748 01 60 5a 116.603148 40.141688 33.58 -0.0045 -0.0113 -0.0034
  38788 01 60 5a 116.603148 40.141688 33.58 -0.0102 -0.0034 -0.0147
  38828 01 60 5a 116.603148 40.141688 33.58 -0.0009 -0.0293 -0.0077
  38868 01 60 5a 116.603148 40.141688 33.48 -0.0105 -0.0270 0.0012
  38908 01 60 5a 116.603148 40.141688 33.49 -0.0013 0.0317 0.0543
  38948 01 60 5a 116.603148 40.141688 33.48 0.0161 0.0186 -0.0059
  38988 01 60 5a 116.603148 40.141688 33.49 0.0003 0.0067 0.0171
  39028 01 60 5a 116.603148 40.141688 33.49 -0.0039 0.0175 0.0109
  39068 01 60 5a 116.603148 40.141688 33.50 0.0184 0.0149 0.0651
  39108 01 60 5a 116.603148 40.141688 33.50 -0.0042 -0.0217 -0.0027
  39148 01 60 5a 116.603148 40.141688 33.50 -0.0077 -0.0251 0.0167
  39188 01 60 5a 116.603148 40.141688 33.61 0.0008 0.0035 0.0093
  39228 01 60 5a 116.603148 40.141688 33.62 -0.0002 0.0107 0.0080
  39268 01 60 5a 116.603148 40.141688 33.62 -0.0024 -0.0166 -0.0099
  39308 01 60 5a 116.603148 40.141688 33.62 0.0003 0.0173 -0.0173
  39348 01 60 5a 116.603148 40.141688 33.63 -0.0226 -0.0023 0.0081
  39388 01 60 5a 116.603148 40.141688 33.53 0.0054 0.0312 -0.0238
  39428 01 60 5a 116.603148 40.141688 33.53 -0.0066 -0.0073 0.0115
  39468 01 60 5a 116.603148 40.141688 33.53 -0.0142 -0.0036 -0.0313
  39508 01 60 5a 116.603148 40.141688 33.63 -0.0090 -0.0059 0.0072
  39548 01 60 5a 116.603148 40.141688 33.63 0.0036 -0.0071 -0.0281
  39588 01 60 5a 116.603148 40.141688 33.64 -0.0077 -0.0006 -0.0022
  39628 01 60 5a 116.603148 40.141688 33.64 -0.0026 0.0216 0.0121
  39668 01 60 5a 116.603148 40.141688 33.64 0.0036 0.0063 0.0010
  39708 01 60 5a 116.603148 40.141688 33.64 0.0071 -0.0069 -0.0234
  39748 01 60 5a 116.603148 40.141688 33.65 0.0022 -0.0175 0.0213
  39788 01 60 5a 116.603148 40.141688 33.65 -0.0196 -0.0229 0.0111
  39828 01 60 5a 116.603148 40.141689 33.66 -0.0126 -0.0099 0.0061
  39868 01 60 5a 116.603148 40.141689 33.66 -0.0128 -0.0011 0.0236
  39908 01 60 5a 116.603148 40.141689 33.66 0.0141 -0.0129 -0.0121
  39948 01 60 5a 116.603148 40.141689 33.67 0.0100 0.0107 0.0166
  39988 01 60 5a 116.603148 40.141689 33.67 0.0039 -0.0047 0.0028
  40028 01 60 5a 116.603148 40.141689 33.67 0.0040 0.0000 0.0131
