iPhasePC GPS状态 GPS模式 GPS有效性 GPS经度 GPS纬度 GPS高度 GPS东速 GPS北速 GPS天速
  80387 01 60 5a 116.599389 40.141899 33.67 -13.5688 0.6161 0.0081
  80427 01 60 5a 116.599357 40.141900 33.67 -13.6048 0.6404 -0.0522
  80467 01 60 5a 116.599325 40.141901 33.66 -13.6666 0.6465 -0.0396
  80507 01 60 5a 116.599293 40.141902 33.65 -13.6977 0.6249 -0.0682
  80547 01 60 5a 116.599260 40.141904 33.65 -13.7738 0.6811 -0.0809
  80587 01 60 5a 116.599228 40.141905 33.65 -13.8006 0.6424 0.0020
  80627 01 60 5a 116.599196 40.141906 33.65 -13.8334 0.6376 0.0111
  80667 01 60 5a 116.599163 40.141907 33.63 -13.8965 0.6702 -0.1510
  80707 01 60 5a 116.599131 40.141908 33.62 -13.9344 0.6783 -0.0846
  80747 01 60 5a 116.599098 40.141910 33.60 -13.9728 0.6916 -0.0478
  80787 01 60 5a 116.599065 40.141911 33.60 -14.0477 0.6478 -0.0060
  80827 01 60 5a 116.599032 40.141912 33.59 -14.1018 0.6606 -0.0358
  80867 01 60 5a 116.598999 40.141913 33.58 -14.1415 0.6904 -0.0643
  80907 01 60 5a 116.598966 40.141915 33.57 -14.1796 0.6868 -0.0463
  80947 01 60 5a 116.598932 40.141916 33.56 -14.2067 0.7296 -0.0519
  80987 01 60 5a 116.598899 40.141917 33.55 -14.2452 0.7716 -0.0489
  81027 01 60 5a 116.598865 40.141919 33.55 -14.3179 0.7434 -0.0062
  81067 01 60 5a 116.598832 40.141920 33.50 -14.3712 0.7521 0.0038
  81107 01 60 5a 116.598798 40.141922 33.48 -14.4272 0.6750 -0.0479
  81147 01 60 5a 116.598764 40.141923 33.48 -14.4177 0.7242 -0.0341
  81187 01 60 5a 116.598730 40.141924 33.52 -14.4873 0.7142 -0.0091
  81227 01 60 5a 116.598696 40.141925 33.53 -14.5485 0.6989 0.0507
  81267 01 60 5a 116.598662 40.141927 33.42 -14.5740 0.7485 -0.0398
  81307 01 60 5a 116.598628 40.141928 33.42 -14.6214 0.7401 0.0149
  81347 01 60 5a 116.598594 40.141930 33.41 -14.6635 0.8056 -0.0510
  81387 01 60 5a 116.598559 40.141931 33.50 -14.7148 0.7906 -0.0126
  81427 01 60 5a 116.598524 40.141932 33.50 -14.7600 0.7702 -0.0241
  81467 01 60 5a 116.598490 40.141934 33.48 -14.7901 0.8239 -0.0964
  81507 01 60 5a 116.598455 40.141935 33.43 -14.7928 0.8690 -0.0196
  81547 01 60 5a 116.598420 40.141937 33.43 -14.8378 0.9014 -0.0320
  81587 01 60 5a 116.598386 40.141939 33.38 -14.8939 0.8770 -0.0802
  81627 01 60 5a 116.598351 40.141940 33.37 -14.9346 0.9384 -0.0474
  81667 01 60 5a 116.598316 40.141942 33.36 -14.9539 0.9428 -0.0486
  81707 01 60 5a 116.598280 40.141944 33.35 -14.9793 0.9107 -0.0147
  81747 01 60 5a 116.598245 40.141945 33.33 -15.0356 0.9578 -0.0397
  81787 01 60 5a 116.598210 40.141947 33.44 -15.1040 1.0231 -0.0466
  81827 01 60 5a 116.598174 40.141949 33.43 -15.1164 1.0126 -0.0665
  81867 01 60 5a 116.598139 40.141951 33.30 -15.1618 1.0000 -0.0636
  81907 01 60 5a 116.598103 40.141952 33.29 -15.1946 0.9946 -0.0490
  81947 01 60 5a 116.598068 40.141954 33.28 -15.2329 1.0362 -0.0340
  81987 01 60 5a 116.598032 40.141956 33.27 -15.2529 1.1183 -0.0067
  82027 01 60 5a 116.597996 40.141958 33.26 -15.2942 1.1671 -0.0743
  82067 01 60 5a 116.597960 40.141960 33.26 -15.3205 1.1381 -0.0722
  82107 01 60 5a 116.597924 40.141962 33.14 -15.3226 1.2095 0.0124
  82147 01 60 5a 116.597888 40.141964 33.11 -15.3576 1.1945 -0.0669
  82187 01 60 5a 116.597852 40.141966 33.11 -15.3763 1.2059 -0.0318
  82227 01 60 5a 116.597816 40.141968 33.10 -15.3891 1.2137 -0.0153
  82267 01 60 5a 116.597780 40.141971 33.10 -15.4807 1.2234 -0.0086
  82307 01 60 5a 116.597743 40.141973 33.07 -15.4899 1.1963 -0.1132
  82347 01 60 5a 116.597707 40.141975 33.09 -15.4574 1.2947 0.0779
  82387 01 60 5a 116.597671 40.141977 33.09 -15.5000 1.2843 0.0398
  82427 01 60 5a 116.597634 40.141980 33.07 -15.5398 1.2366 -0.0003
  82467 01 60 5a 116.597598 40.141982 33.07 -15.5514 1.2024 -0.0010
  82507 01 60 5a 116.597561 40.141984 33.06 -15.5854 1.1810 -0.0532
  82547 01 60 5a 116.597525 40.141986 33.06 -15.5956 1.1055 0.0357
  82587 01 60 5a 116.597488 40.141988 33.17 -15.6444 1.0929 -0.0008
  82627 01 60 5a 116.597452 40.141990 33.17 -15.6304 1.1524 0.0572
  82667 01 60 5a 116.597415 40.141992 33.16 -15.6114 1.0924 0.0017
  82707 01 60 5a 116.597378 40.141994 33.03 -15.6159 1.0848 -0.0532
  82747 01 60 5a 116.597342 40.141996 33.02 -15.6027 1.0441 -0.0145
  82787 01 60 5a 116.597305 40.141998 33.01 -15.5597 0.9654 -0.1276
  82827 01 60 5a 116.597269 40.141999 33.01 -15.5129 0.9661 -0.0268
  82867 01 60 5a 116.597232 40.142001 33.01 -15.5393 0.9014 0.0213
  82907 01 60 5a 116.597196 40.142003 32.99 -15.5203 0.9178 -0.0491
  82947 01 60 5a 116.597159 40.142004 32.98 -15.4840 0.9277 -0.0087
  82987 01 60 5a 116.597123 40.142006 32.98 -15.4863 0.9347 0.0097
  83027 01 60 5a 116.597087 40.142008 32.98 -15.4885 0.8983 -0.0194
  83067 01 60 5a 116.597050 40.142009 32.98 -15.5239 0.8632 0.0065
  83107 01 60 5a 116.597014 40.142011 32.98 -15.5193 0.9055 -0.0292
  83147 01 60 5a 116.596977 40.142012 32.96 -15.5281 0.9600 -0.1599
  83187 01 60 5a 116.596941 40.142014 32.92 -15.5065 0.9117 -0.2146
  83227 01 60 5a 116.596905 40.142016 32.89 -15.4692 0.9230 -0.1294
  83267 01 60 5a 116.596868 40.142017 32.88 -15.5343 0.9176 -0.0395
  83307 01 60 5a 116.596832 40.142019 32.86 -15.5602 0.8882 -0.0722
  83347 01 60 5a 116.596795 40.142021 32.90 -15.5839 0.9310 -0.0132
  83387 01 60 5a 116.596759 40.142022 32.88 -15.5267 1.0343 -0.0218
  83427 01 60 5a 116.596722 40.142024 32.89 -15.5312 0.9825 0.0410
  83467 01 60 5a 116.596686 40.142026 32.85 -15.5780 0.8451 0.0517
  83507 01 60 5a 116.596649 40.142028 32.85 -15.5537 0.9235 -0.0009
  83547 01 60 5a 116.596613 40.142029 32.86 -15.5589 0.9544 0.0174
  83587 01 60 5a 116.596576 40.142031 32.88 -15.5292 1.0061 0.0559
  83627 01 60 5a 116.596540 40.142033 32.89 -15.5363 0.9004 0.0352
  83667 01 60 5a 116.596503 40.142034 32.89 -15.5343 0.9049 0.0178
  83707 01 60 5a 116.596467 40.142036 32.90 -15.5605 0.9398 0.0286
  83747 01 60 5a 116.596430 40.142038 32.91 -15.5314 0.8750 0.0367
  83787 01 60 5a 116.596394 40.142039 32.93 -15.5650 0.8256 0.0380
  83827 01 60 5a 116.596357 40.142041 32.94 -15.5472 0.8709 0.0914
  83867 01 60 5a 116.596321 40.142042 32.94 -15.5189 0.7966 -0.0127
  83907 01 60 5a 116.596285 40.142044 32.97 -15.5320 0.8470 0.0882
  83947 01 60 5a 116.596248 40.142045 32.98 -15.5405 0.8463 0.0805
  83987 01 60 5a 116.596212 40.142047 32.98 -15.5367 0.7847 0.0199
  84027 01 60 5a 116.596175 40.142048 33.00 -15.5316 0.7875 0.0209
  84067 01 60 5a 116.596139 40.142050 33.01 -15.5153 0.8173 0.0289
  84107 01 60 5a 116.596102 40.142051 33.02 -15.5092 0.8287 0.0296
  84147 01 60 5a 116.596066 40.142052 33.05 -15.5002 0.8113 0.1461
  84187 01 60 5a 116.596030 40.142054 33.06 -15.4973 0.8381 0.0917
  84227 01 60 5a 116.595993 40.142055 33.09 -15.5024 0.8462 0.1303
  84267 01 60 5a 116.595957 40.142057 33.10 -15.4814 0.8618 0.0786
  84307 01 60 5a 116.595920 40.142058 33.12 -15.5251 0.7710 0.0498
  84347 01 60 5a 116.595884 40.142060 33.13 -15.5137 0.8587 0.0398
  84387 01 60 5a 116.595848 40.142061 33.13 -15.4923 0.8918 -0.0197
  84427 01 60 5a 116.595811 40.142063 33.14 -15.4733 0.9445 0.0470
  84467 01 60 5a 116.595775 40.142065 33.16 -15.5077 0.9052 0.0955
  84507 01 60 5a 116.595739 40.142066 33.16 -15.4766 0.9619 0.0426
  84547 01 60 5a 116.595702 40.142068 33.18 -15.4821 0.9456 0.1128
  84587 01 60 5a 116.595666 40.142070 33.19 -15.4673 1.0003 0.1161
  84627 01 60 5a 116.595630 40.142072 33.19 -15.4619 0.9960 0.0257
  84667 01 60 5a 116.595593 40.142074 33.21 -15.4354 1.0115 0.0736
  84707 01 60 5a 116.595557 40.142075 33.23 -15.4418 0.9880 0.0958
  84747 01 60 5a 116.595521 40.142077 33.24 -15.4305 1.0208 0.0952
  84787 01 60 5a 116.595485 40.142079 33.25 -15.4197 1.0711 0.0531
  84827 01 60 5a 116.595448 40.142081 33.26 -15.4230 1.1205 0.0222
  84867 01 60 5a 116.595412 40.142083 33.28 -15.4098 1.1076 0.1144
  84907 01 60 5a 116.595376 40.142085 33.30 -15.3797 1.0794 0.1948
  84947 01 60 5a 116.595340 40.142087 33.30 -15.3699 1.0533 0.0784
  84987 01 60 5a 116.595304 40.142089 33.32 -15.3767 1.0326 0.0478
  85027 01 60 5a 116.595268 40.142091 33.34 -15.4159 1.0775 0.1126
  85067 01 60 5a 116.595232 40.142093 33.35 -15.3790 1.0895 0.0250
  85107 01 60 5a 116.595196 40.142095 33.37 -15.3741 1.0504 0.0696
  85147 01 60 5a 116.595159 40.142097 33.33 -15.3725 1.0376 0.0770
  85187 01 60 5a 116.595123 40.142099 33.34 -15.3540 0.9947 0.0510
  85227 01 60 5a 116.595087 40.142100 33.36 -15.3417 1.0008 0.1127
  85267 01 60 5a 116.595051 40.142102 33.44 -15.3562 0.9069 0.0704
  85307 01 60 5a 116.595015 40.142104 33.46 -15.3371 0.8771 0.1114
  85347 01 60 5a 116.594979 40.142105 33.48 -15.3633 0.8470 0.1276
  85387 01 60 5a 116.594943 40.142107 33.49 -15.3500 0.7922 0.0489
  85427 01 60 5a 116.594908 40.142108 33.51 -15.2913 0.7748 0.1067
  85467 01 60 5a 116.594872 40.142110 33.53 -15.3104 0.7652 0.1157
  85507 01 60 5a 116.594836 40.142111 33.55 -15.3044 0.7612 0.1453
  85547 01 60 5a 116.594800 40.142112 33.57 -15.2868 0.6194 0.0909
  85587 01 60 5a 116.594764 40.142114 33.60 -15.2873 0.6796 0.1062
  85627 01 60 5a 116.594728 40.142115 33.63 -15.2854 0.7056 0.1082
  85667 01 60 5a 116.594692 40.142116 33.66 -15.2950 0.7232 0.1190
  85707 01 60 5a 116.594656 40.142117 33.68 -15.2970 0.6483 0.1110
  85747 01 60 5a 116.594620 40.142119 33.69 -15.2940 0.6589 0.1080
  85787 01 60 5a 116.594585 40.142120 33.72 -15.2692 0.7272 0.1135
  85827 01 60 5a 116.594549 40.142121 33.74 -15.2971 0.7173 0.0876
  85867 01 60 5a 116.594513 40.142122 33.76 -15.2629 0.7558 0.0768
  85907 01 60 5a 116.594477 40.142124 33.79 -15.2615 0.8050 0.1067
  85947 01 60 5a 116.594441 40.142125 33.82 -15.2762 0.8243 0.0862
  85987 01 60 5a 116.594405 40.142127 33.84 -15.2550 0.7865 0.1083
  86027 01 60 5a 116.594370 40.142128 33.86 -15.2567 0.8084 0.0806
  86067 01 60 5a 116.594334 40.142130 33.88 -15.2541 0.9024 0.1353
  86107 01 60 5a 116.594298 40.142132 33.91 -15.2551 0.9329 0.1580
  86147 01 60 5a 116.594262 40.142133 33.93 -15.2374 0.8783 0.1153
  86187 01 60 5a 116.594226 40.142135 33.95 -15.2458 0.8433 0.1235
  86227 01 60 5a 116.594191 40.142136 33.97 -15.2311 0.8349 0.0624
  86267 01 60 5a 116.594155 40.142138 33.99 -15.2196 0.8360 0.0988
  86307 01 60 5a 116.594119 40.142139 34.01 -15.2357 0.8122 0.1064
  86347 01 60 5a 116.594083 40.142141 34.03 -15.2620 0.7530 0.0924
  86387 01 60 5a 116.594048 40.142142 34.04 -15.2348 0.7247 0.0806
  86427 01 60 5a 116.594012 40.142143 34.06 -15.2407 0.7147 0.0662
  86467 01 60 5a 116.593976 40.142145 34.08 -15.2419 0.7398 0.0854
  86507 01 60 5a 116.593940 40.142146 34.11 -15.2475 0.7344 0.1062
  86547 01 60 5a 116.593904 40.142147 34.13 -15.2473 0.7140 0.0652
  86587 01 60 5a 116.593868 40.142149 34.15 -15.2608 0.7478 0.0896
  86627 01 60 5a 116.593833 40.142150 34.18 -15.2285 0.8080 0.1136
  86667 01 60 5a 116.593797 40.142152 34.19 -15.1967 0.8869 0.1222
  86707 01 60 5a 116.593761 40.142153 34.14 -15.2386 0.8307 0.1485
  86747 01 60 5a 116.593725 40.142154 34.21 -15.2041 0.9452 0.1658
  86787 01 60 5a 116.593690 40.142156 34.22 -15.2217 0.8949 0.1010
  86827 01 60 5a 116.593654 40.142158 34.24 -15.2246 0.9330 0.1011
  86867 01 60 5a 116.593618 40.142160 34.19 -15.1856 0.9329 0.0196
  86907 01 60 5a 116.593583 40.142161 34.22 -15.2098 0.9703 0.1026
  86947 01 60 5a 116.593547 40.142163 34.23 -15.1823 0.9839 0.0466
  86987 01 60 5a 116.593511 40.142165 34.25 -15.1793 0.9737 0.0514
  87027 01 60 5a 116.593476 40.142167 34.27 -15.1527 0.9913 0.1110
  87067 01 60 5a 116.593440 40.142168 34.26 -15.1788 1.0068 0.0276
  87107 01 60 5a 116.593404 40.142170 34.28 -15.2304 0.9770 -0.0056
  87147 01 60 5a 116.593369 40.142172 34.29 -15.1901 0.9592 0.0577
  87187 01 60 5a 116.593333 40.142174 34.31 -15.2022 0.9533 0.0262
  87227 01 60 5a 116.593298 40.142176 34.33 -15.1419 1.0373 0.0412
  87267 01 60 5a 116.593262 40.142177 34.34 -15.1791 0.9449 0.0432
  87307 01 60 5a 116.593226 40.142179 34.34 -15.1112 0.9371 -0.0363
  87347 01 60 5a 116.593191 40.142181 34.37 -15.0501 1.0150 0.1244
  87387 01 60 5a 116.593156 40.142183 34.40 -15.0859 1.0164 0.1520
  87427 01 60 5a 116.593120 40.142184 34.44 -15.0230 1.0233 0.0165
  87467 01 60 5a 116.593085 40.142186 34.45 -14.9762 0.9754 -0.0064
  87507 01 60 5a 116.593050 40.142188 34.48 -14.9755 0.8961 0.1353
  87547 01 60 5a 116.593015 40.142189 34.53 -14.9734 0.8803 -0.0364
  87587 01 60 5a 116.592980 40.142191 34.55 -14.9479 0.9951 0.0854
  87627 01 60 5a 116.592945 40.142193 34.45 -14.8812 0.9493 0.0535
  87667 01 60 5a 116.592910 40.142195 34.45 -14.9102 0.9023 0.0805
  87707 01 60 5a 116.592875 40.142196 34.45 -14.9272 0.9176 -0.0186
  87747 01 60 5a 116.592840 40.142198 34.46 -14.9704 0.8764 0.0048
  87787 01 60 5a 116.592805 40.142200 34.46 -14.9521 0.8854 -0.0469
  87827 01 60 5a 116.592770 40.142201 34.46 -14.8937 0.8828 0.0095
  87867 01 60 5a 116.592735 40.142203 34.48 -14.9153 0.8864 0.0607
  87907 01 60 5a 116.592699 40.142204 34.51 -14.9802 0.8570 0.1331
  87947 01 60 5a 116.592664 40.142206 34.51 -14.9867 0.8849 0.0294
  87987 01 60 5a 116.592629 40.142207 34.52 -14.9662 0.8522 0.0321
  88027 01 60 5a 116.592594 40.142209 34.53 -14.9616 0.8686 0.0496
  88067 01 60 5a 116.592559 40.142210 34.54 -14.9582 0.7776 0.1018
  88107 01 60 5a 116.592524 40.142212 34.62 -15.0245 0.8844 0.2188
  88147 01 60 5a 116.592488 40.142214 34.64 -15.0671 0.8705 0.0787
  88187 01 60 5a 116.592453 40.142215 34.64 -15.0117 0.8309 0.0395
  88227 01 60 5a 116.592418 40.142217 34.65 -15.0524 0.7617 -0.0046
  88267 01 60 5a 116.592382 40.142218 34.65 -15.0757 0.7533 -0.0054
  88307 01 60 5a 116.592347 40.142219 34.62 -15.0690 0.7575 -0.0428
  88347 01 60 5a 116.592312 40.142221 34.63 -15.0877 0.7633 0.0305
  88387 01 60 5a 116.592276 40.142222 34.64 -15.1407 0.7695 0.0593
  88427 01 60 5a 116.592241 40.142223 34.67 -15.1469 0.7861 -0.0090
  88467 01 60 5a 116.592205 40.142225 34.67 -15.1433 0.7677 0.0143
  88507 01 60 5a 116.592170 40.142226 34.68 -15.1788 0.7452 0.0696
  88547 01 60 5a 116.592134 40.142228 34.68 -15.2098 0.7127 -0.0152
  88587 01 60 5a 116.592098 40.142229 34.68 -15.2144 0.7535 0.0039
  88627 01 60 5a 116.592063 40.142230 34.68 -15.2280 0.7046 -0.0204
  88667 01 60 5a 116.592027 40.142232 34.72 -15.2550 0.7415 -0.0118
  88707 01 60 5a 116.591991 40.142233 34.72 -15.2804 0.7046 -0.0442
  88747 01 60 5a 116.591955 40.142234 34.73 -15.2685 0.7539 0.0932
  88787 01 60 5a 116.591919 40.142236 34.72 -15.3111 0.7927 -0.0255
  88827 01 60 5a 116.591883 40.142237 34.72 -15.3227 0.7254 -0.0127
  88867 01 60 5a 116.591848 40.142238 34.87 -15.3381 0.7698 -0.0612
  88907 01 60 5a 116.591812 40.142239 34.87 -15.3123 0.7793 -0.0087
  88947 01 60 5a 116.591776 40.142241 34.87 -15.3230 0.7725 0.0151
  88987 01 60 5a 116.591739 40.142243 34.70 -15.3264 0.7956 -0.0199
  89027 01 60 5a 116.591704 40.142244 34.71 -15.3105 0.7788 0.0326
  89067 01 60 5a 116.591668 40.142245 34.85 -15.3306 0.8111 -0.0491
  89107 01 60 5a 116.591632 40.142246 34.86 -15.3235 0.8141 -0.0368
  89147 01 60 5a 116.591596 40.142248 34.86 -15.3408 0.7982 -0.0179
  89187 01 60 5a 116.591560 40.142250 34.69 -15.3481 0.8174 -0.0193
  89227 01 60 5a 116.591524 40.142251 34.69 -15.3281 0.8368 -0.0264
  89267 01 60 5a 116.591488 40.142253 34.69 -15.3112 0.9121 -0.0213
  89307 01 60 5a 116.591452 40.142254 34.68 -15.3258 0.9023 -0.0172
  89347 01 60 5a 116.591416 40.142256 34.68 -15.3401 0.8967 0.0017
  89387 01 60 5a 116.591380 40.142258 34.67 -15.3567 0.9328 -0.0467
  89427 01 60 5a 116.591344 40.142259 34.65 -15.3777 0.9727 -0.1437
  89467 01 60 5a 116.591308 40.142261 34.60 -15.4418 1.0114 -0.2409
  89507 01 60 5a 116.591272 40.142263 34.56 -15.3126 1.0132 -0.2614
  89547 01 60 5a 116.591236 40.142265 34.56 -15.3423 0.9558 -0.0047
  89587 01 60 5a 116.591199 40.142267 34.54 -15.4276 0.9986 -0.0227
  89627 01 60 5a 116.591163 40.142269 34.52 -15.4591 1.0796 -0.0914
  89667 01 60 5a 116.591127 40.142270 34.50 -15.4095 1.0262 -0.0850
  89707 01 60 5a 116.591091 40.142272 34.48 -15.4252 1.0813 -0.1403
  89747 01 60 5a 116.591054 40.142274 34.53 -15.4280 1.0614 -0.1804
  89787 01 60 5a 116.591018 40.142275 34.53 -15.4577 0.9613 -0.0840
  89827 01 60 5a 116.590982 40.142277 34.45 -15.4648 0.9373 -0.0254
  89867 01 60 5a 116.590946 40.142279 34.39 -15.4485 0.9086 -0.0743
  89907 01 60 5a 116.590910 40.142281 34.36 -15.4812 0.9711 -0.0647
  89947 01 60 5a 116.590873 40.142283 34.28 -15.4697 0.9960 -0.0537
  89987 01 60 5a 116.590837 40.142285 34.30 -15.4989 0.9520 -0.0826
  90027 01 60 5a 116.590801 40.142287 34.30 -15.5055 0.9180 -0.1047
  90067 01 60 5a 116.590764 40.142288 34.28 -15.5117 0.9675 -0.1150
  90107 01 60 5a 116.590728 40.142290 34.26 -15.5319 0.9458 -0.1414
  90147 01 60 5a 116.590691 40.142292 34.25 -15.5335 0.9330 -0.1043
  90187 01 60 5a 116.590655 40.142293 34.24 -15.5315 0.9437 -0.0493
  90227 01 60 5a 116.590619 40.142295 34.22 -15.5060 0.9474 -0.0878
  90267 01 60 5a 116.590582 40.142297 34.21 -15.4717 0.9485 -0.0740
  90307 01 60 5a 116.590546 40.142298 34.19 -15.3944 0.9472 -0.0979
  90347 01 60 5a 116.590510 40.142300 34.17 -15.3517 0.9028 -0.0771
  90387 01 60 5a 116.590474 40.142302 34.15 -15.3381 0.9454 -0.0928
  90427 01 60 5a 116.590438 40.142303 34.13 -15.3321 0.8919 -0.1114
  90467 01 60 5a 116.590402 40.142305 34.11 -15.2647 0.9726 -0.0776
  90507 01 60 5a 116.590366 40.142307 34.09 -15.2070 1.0264 -0.0795
  90547 01 60 5a 116.590331 40.142309 34.07 -15.1793 1.0116 -0.0553
  90587 01 60 5a 116.590295 40.142311 34.05 -15.1703 0.9860 -0.0772
  90627 01 60 5a 116.590259 40.142312 34.02 -15.1319 1.0093 -0.0874
  90667 01 60 5a 116.590224 40.142314 34.00 -15.0965 1.0363 -0.1562
  90707 01 60 5a 116.590189 40.142316 33.98 -15.0336 1.0551 -0.1459
  90747 01 60 5a 116.590153 40.142318 33.96 -15.0448 1.0216 -0.0805
  90787 01 60 5a 116.590118 40.142320 33.94 -14.9855 1.0483 -0.0739
  90827 01 60 5a 116.590083 40.142322 33.93 -14.9224 1.0813 -0.0729
  90867 01 60 5a 116.590048 40.142324 33.90 -14.9056 1.0255 -0.1137
  90907 01 60 5a 116.590013 40.142326 33.88 -14.8262 1.0827 -0.0567
  90947 01 60 5a 116.589978 40.142327 33.83 -14.8196 1.0567 -0.1422
  90987 01 60 5a 116.589944 40.142329 33.81 -14.7942 1.0820 -0.0758
  91027 01 60 5a 116.589909 40.142331 33.81 -14.7679 1.0902 0.0179
  91067 01 60 5a 116.589874 40.142333 33.87 -14.6917 1.0744 -0.0231
  91107 01 60 5a 116.589840 40.142335 33.85 -14.6437 1.0942 -0.0541
  91147 01 60 5a 116.589805 40.142337 33.78 -14.5870 1.1489 -0.0651
  91187 01 60 5a 116.589771 40.142339 33.73 -14.6099 1.0542 -0.0825
  91227 01 60 5a 116.589737 40.142341 33.71 -14.5492 1.0154 -0.1105
  91267 01 60 5a 116.589703 40.142342 33.76 -14.4860 0.9442 -0.0956
  91307 01 60 5a 116.589669 40.142344 33.75 -14.4729 0.9034 -0.0202
  91347 01 60 5a 116.589635 40.142346 33.73 -14.4624 0.8813 -0.0928
  91387 01 60 5a 116.589601 40.142347 33.79 -14.4697 0.8044 -0.0210
  91427 01 60 5a 116.589567 40.142348 33.76 -14.3895 0.7714 -0.1262
  91467 01 60 5a 116.589533 40.142350 33.76 -14.3480 0.8263 -0.0385
  91507 01 60 5a 116.589500 40.142352 33.60 -14.3458 0.8252 -0.1210
  91547 01 60 5a 116.589466 40.142353 33.58 -14.2950 0.8242 -0.0740
  91587 01 60 5a 116.589432 40.142355 33.63 -14.2871 0.8072 -0.0409
  91627 01 60 5a 116.589399 40.142356 33.60 -14.2533 0.7870 -0.1615
  91667 01 60 5a 116.589366 40.142358 33.60 -14.2045 0.8257 -0.0701
  91707 01 60 5a 116.589332 40.142359 33.59 -14.1411 0.8601 0.0286
  91747 01 60 5a 116.589299 40.142361 33.57 -14.0968 0.8715 -0.0369
  91787 01 60 5a 116.589266 40.142362 33.55 -14.1071 0.7587 -0.1052
  91827 01 60 5a 116.589233 40.142364 33.49 -14.0902 0.7924 -0.0403
  91867 01 60 5a 116.589200 40.142365 33.46 -14.0342 0.7582 -0.1371
  91907 01 60 5a 116.589167 40.142367 33.45 -14.0164 0.7142 -0.1072
  91947 01 60 5a 116.589134 40.142367 33.60 -14.0109 0.7743 -0.1277
  91987 01 60 5a 116.589101 40.142369 33.59 -13.9498 0.7048 -0.1083
  92027 01 60 5a 116.589069 40.142370 33.58 -13.9434 0.6585 -0.0792
  92067 01 60 5a 116.589036 40.142371 33.56 -13.9300 0.6596 -0.1035
  92107 01 60 5a 116.589003 40.142372 33.56 -13.8920 0.6466 0.0453
  92147 01 60 5a 116.588971 40.142374 33.36 -13.8366 0.6586 -0.0507
  92187 01 60 5a 116.588939 40.142375 33.34 -13.8366 0.6241 -0.0894
  92227 01 60 5a 116.588906 40.142377 33.33 -13.8153 0.6645 -0.0637
  92267 01 60 5a 116.588874 40.142378 33.31 -13.7574 0.6756 -0.0838
  92307 01 60 5a 116.588842 40.142379 33.29 -13.7423 0.7044 -0.0341
  92347 01 60 5a 116.588809 40.142380 33.27 -13.7309 0.6965 -0.1030
  92387 01 60 5a 116.588777 40.142382 33.26 -13.7155 0.7075 -0.0989
  92427 01 60 5a 116.588745 40.142383 33.24 -13.6731 0.6778 -0.1032
  92467 01 60 5a 116.588713 40.142384 33.25 -13.6486 0.7108 -0.0191
  92507 01 60 5a 116.588681 40.142385 33.23 -13.6710 0.6891 -0.0346
  92547 01 60 5a 116.588649 40.142386 33.21 -13.5816 0.6888 -0.0445
  92587 01 60 5a 116.588617 40.142388 33.19 -13.5802 0.6912 -0.0507
  92627 01 60 5a 116.588585 40.142389 33.18 -13.5638 0.7419 -0.0500
  92667 01 60 5a 116.588553 40.142391 33.15 -13.5580 0.7750 -0.0250
  92707 01 60 5a 116.588522 40.142392 33.13 -13.5673 0.7117 -0.0628
  92747 01 60 5a 116.588490 40.142393 33.11 -13.5280 0.7524 -0.1258
  92787 01 60 5a 116.588458 40.142395 33.13 -13.5113 0.7591 -0.0359
  92827 01 60 5a 116.588426 40.142396 33.11 -13.5120 0.7826 -0.0890
  92867 01 60 5a 116.588395 40.142398 33.08 -13.5042 0.7769 -0.1618
  92907 01 60 5a 116.588363 40.142399 33.07 -13.4488 0.7953 -0.0993
  92947 01 60 5a 116.588332 40.142400 33.05 -13.4561 0.8175 -0.1112
  92987 01 60 5a 116.588300 40.142402 33.03 -13.4770 0.8037 -0.1391
  93027 01 60 5a 116.588268 40.142403 33.02 -13.4358 0.8212 -0.0598
  93067 01 60 5a 116.588237 40.142405 33.00 -13.4385 0.7893 -0.0314
  93107 01 60 5a 116.588205 40.142406 32.98 -13.4378 0.7054 -0.1559
  93147 01 60 5a 116.588174 40.142408 32.97 -13.3838 0.7848 -0.0526
  93187 01 60 5a 116.588142 40.142409 32.95 -13.4001 0.7738 -0.0507
  93227 01 60 5a 116.588111 40.142410 32.93 -13.3830 0.7357 -0.0446
  93267 01 60 5a 116.588080 40.142412 32.91 -13.3663 0.7995 -0.0755
  93307 01 60 5a 116.588048 40.142413 32.90 -13.3586 0.7039 -0.0793
  93347 01 60 5a 116.588017 40.142414 32.88 -13.3494 0.7335 -0.1167
  93387 01 60 5a 116.587986 40.142416 32.87 -13.3307 0.6711 -0.1434
  93427 01 60 5a 116.587954 40.142417 32.86 -13.3202 0.6978 -0.0784
  93467 01 60 5a 116.587923 40.142418 32.84 -13.2989 0.6929 -0.0973
  93507 01 60 5a 116.587892 40.142419 32.82 -13.2944 0.6850 -0.0782
  93547 01 60 5a 116.587861 40.142421 32.80 -13.3056 0.6498 -0.0648
  93587 01 60 5a 116.587829 40.142422 32.79 -13.3325 0.6228 -0.0205
  93627 01 60 5a 116.587798 40.142423 32.77 -13.2884 0.6531 -0.1019
  93667 01 60 5a 116.587767 40.142424 32.75 -13.2899 0.6399 -0.1098
  93707 01 60 5a 116.587736 40.142425 32.74 -13.2706 0.6636 -0.0643
  93747 01 60 5a 116.587705 40.142427 32.73 -13.2570 0.7127 -0.0482
